web-scraper-order,web-scraper-start-url,name,price,description,image-src
"1585939948-5010","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Joggers","$ 19.99","Black
	
				Light gray melange
	
				Blue melange","//lp2.hm.com/hmgoepprod?set=source[/f6/60/f660151d9e34d1f94ad20f62f3d937443525b33e.jpg],origin[dam],category[men_trousers_casual],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5293","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Cotton Shirt","$ 19.99","White
	
				Dark blue melange
	
				Light khaki green
	
				Light gray melange",""
"1585939948-5018","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 34.99","White/black
	
				Gray melange/Post Malone
	
				White/Toy Story
	
				Gray melange/Looney Tunes",""
"1585939948-5445","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Dropped-gusset Sweatshorts","$ 14.99","Dark blue/floral
	
				Dark khaki green/patterned",""
"1585939948-5290","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Jacket","$ 49.99","Beige
	
				Khaki green
	
				Dark blue",""
"1585939948-5276","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Shirt","$ 24.99","Black
	
				White
	
				Light blue",""
"1585939948-5080","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","3-pack Slim Fit T-shirts","$ 24.99","White
	
				Black
	
				Black/gray melange
	
				Light blue/narrow-striped",""
"1585939948-5389","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 9.99","Black/paisley-patterned
	
				Dark blue/paisley-patterned",""
"1585939948-5371","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cardigan with Zip","$ 34.99","Light gray melange
	
				Black
	
				Beige melange
	
				White",""
"1585939948-5149","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5447","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Polo Shirt","$ 12.99","White
	
				Light blue melange
	
				Dark blue",""
"1585939948-5082","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Denim Jacket","$ 49.99","Denim blue/gray
	
				Black/light gray melange",""
"1585939948-5007","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Joggers","$ 19.99","Black
	
				Light gray melange
	
				Blue melange","//lp2.hm.com/hmgoepprod?set=source[/96/d0/96d0cfcdee754c51989950e847cd607c414320d7.jpg],origin[dam],category[men_trousers_casual],type[LOOKBOOK],res[z],hmver[2]&call=url[file:/product/main]"
"1585939948-5417","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Cotton Shirt","$ 17.99","White
	
				Black
	
				Light blue melange
	
				Blue",""
"1585939948-4999","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Cargo Joggers","$ 34.99","Black
	
				Dark khaki green
	
				Dark khaki green/patterned
	
				Beige","//lp2.hm.com/hmgoepprod?set=source[/e3/72/e3722ca37b330c4076cac281590beb5ac34870d4.jpg],origin[dam],category[men_trousers_cargo],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5328","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Patterned Shirt","$ 24.99","Dark beige/patterned
	
				Black/patterned",""
"1585939948-4998","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Twill Joggers","$ 24.99","Dark khaki green/patterned
	
				Black
	
				Taupe
	
				Khaki green","//lp2.hm.com/hmgoepprod?set=source[/39/a7/39a7016086d7a48e46fa1a1cc8e96369aed15084.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5186","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Hoodie","$ 29.99","White/pizza
	
				Yellow/Cobra",""
"1585939948-5309","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","White/pineapples
	
				White/paisley-patterned
	
				Black/leaf print
	
				Dark blue/white striped",""
"1585939948-5137","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Linen-blend Shirt","$ 29.99","White
	
				Black
	
				Light blue
	
				Dark blue",""
"1585939948-5145","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton-blend Resort Shirt","$ 29.99","Black/batik-patterned",""
"1585939948-5432","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Shirt","$ 49.99","White
	
				Black
	
				Gray-green
	
				Light taupe",""
"1585939948-5177","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 24.99","Black/white
	
				Light gray melange/white
	
				Black/patterned",""
"1585939948-5129","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Oxford Shirt","$ 24.99","Light pink
	
				White
	
				Light blue
	
				Blue",""
"1585939948-5001","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Patterned Resort Shirt","$ 17.99","Black/tigers","//lp2.hm.com/hmgoepprod?set=source[/a4/9f/a49fbd57d510f4a09e9c930014c51c8974a0be1c.jpg],origin[dam],category[],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5104","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Knee-length Cotton Shorts","$ 19.99","Light gray
	
				Dark gray
	
				Light mint green
	
				Dark blue/chambray",""
"1585939948-5021","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5265","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Brushed Cotton Twill Joggers","$ 29.99","Black
	
				Khaki green
	
				Beige
	
				Dark gray",""
"1585939948-5101","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5413","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue melange
	
				Black/white melange
	
				Dark gray",""
"1585939948-5049","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","3-pack Slim Fit T-shirts","$ 24.99","White
	
				Black
	
				Black/gray melange
	
				Light blue/narrow-striped",""
"1585939948-5362","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Premium Cotton Henley Shirt","$ 39.99","White
	
				Light blue
	
				Dark blue",""
"1585939948-5356","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Striped Linen T-shirt","$ 34.99","Dark green/natural white
	
				Brown/natural white
	
				Dark blue/natural white",""
"1585939948-5247","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Striped Sweatshirt","$ 29.99","Dark blue/yellow striped
	
				Natural white/green striped",""
"1585939948-5360","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Patterned Muscle Fit T-shirt","$ 14.99","White/black striped
	
				Black/white patterned
	
				White/patterned
	
				Khaki green/leaf print",""
"1585939948-5408","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Stand-up-collar Jacket","$ 29.99","Gray melange
	
				Black",""
"1585939948-5446","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Polo Shirt","$ 12.99","White
	
				Light blue melange
	
				Dark blue",""
"1585939948-5436","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Linen Shirt","$ 39.99","White
	
				Light blue
	
				Dark blue melange
	
				Black",""
"1585939948-5264","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Linen-blend Shirt","$ 29.99","White",""
"1585939948-5278","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","Dark fawn
	
				Natural white",""
"1585939948-5201","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hooded Jacket","$ 49.99","Beige
	
				Khaki green
	
				Dark blue",""
"1585939948-5401","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Henley Shirt","$ 24.99","White
	
				Light blue
	
				Light green melange",""
"1585939948-5288","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Cotton Shirt","$ 19.99","White
	
				Dark blue melange
	
				Light khaki green
	
				Light gray melange",""
"1585939948-5331","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Cotton Shirt","$ 19.99","White
	
				Dark blue melange
	
				Light khaki green
	
				Light gray melange",""
"1585939948-5211","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hoodie","$ 24.99","Black
	
				Light gray melange
	
				Light pink",""
"1585939948-5008","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 24.99","Black
	
				Light gray melange
	
				White
	
				Beige","//lp2.hm.com/hmgoepprod?set=source[/e7/90/e7909b467cf022a8817f8eb2fedccdb496f0150e.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5112","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","3-pack Slim Fit T-shirts","$ 24.99","White
	
				Black
	
				Black/gray melange
	
				Light blue/narrow-striped",""
"1585939948-5249","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Short-sleeved Cotton Shirt","$ 12.99","Khaki green
	
				Black
	
				Light blue
	
				Light yellow",""
"1585939948-5338","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Henley Shirt","$ 29.99","Black
	
				White",""
"1585939948-5239","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Chino Shorts","$ 19.99","Dark blue
	
				Khaki green
	
				Beige
	
				Brick red",""
"1585939948-5178","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5202","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Denim Joggers","$ 49.99","Black
	
				Dark denim blue
	
				Denim blue
	
				Washed denim blue",""
"1585939948-5364","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Linen-blend Shirt","$ 29.99","White
	
				Dark blue/striped",""
"1585939948-5090","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Denim Joggers","$ 49.99","Black
	
				Dark denim blue
	
				Denim blue
	
				Washed denim blue",""
"1585939948-5012","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie","$ 24.99","Black
	
				Light gray melange
	
				White
	
				Beige","//lp2.hm.com/hmgoepprod?set=source[/bd/02/bd021650eda58709ca932c63eb35890858fb47bd.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5322","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Hoodie","$ 29.99","Light gray melange/NASA
	
				Gray melange/Treklife
	
				Dark blue/Local
	
				Dark gray/Get the Good",""
"1585939948-5063","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen-blend Joggers","$ 24.99","Black
	
				Khaki green
	
				Dark blue",""
"1585939948-5075","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Resort Shirt Regular Fit","$ 29.99","Black/striped
	
				Beige/striped",""
"1585939948-5165","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Short-sleeved Cotton Shirt","$ 12.99","Khaki green
	
				Black
	
				Light blue
	
				Light yellow",""
"1585939948-5110","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshirt","$ 14.99","Black
	
				Light gray melange
	
				White
	
				Dark green",""
"1585939948-5415","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cargo Shorts","$ 24.99","Black",""
"1585939948-5357","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Cotton Shirt","$ 24.99","White/Tom and Jerry",""
"1585939948-5054","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Hooded Jacket","$ 24.99","Dark gray melange
	
				Black
	
				Dark blue
	
				White",""
"1585939948-5167","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Easy-iron Shirt","$ 14.99","Dark blue/patterned
	
				White
	
				Black
	
				Light blue",""
"1585939948-5184","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Hoodie","$ 34.99","Orange/NASA
	
				Light beige/NASA",""
"1585939948-5240","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Suit Pants","$ 39.99","Dark blue/checked",""
"1585939948-5187","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Brushed Cotton Twill Joggers","$ 29.99","Black
	
				Khaki green
	
				Beige
	
				Dark gray",""
"1585939948-5164","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Joggers","$ 34.99","Black
	
				Dark gray melange
	
				Dark beige/plaid
	
				Light gray melange",""
"1585939948-5448","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Chinos","$ 69.99","Light beige",""
"1585939948-5388","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Fine-knit Cotton Sweater","$ 29.99","Light blue melange
	
				Dark gray melange
	
				Cream",""
"1585939948-5346","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton T-shirt","$ 14.99","Dark fawn
	
				Natural white",""
"1585939948-5292","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Fit Sleeveless Hoodie","$ 17.99","Black
	
				Light beige
	
				Dark khaki green
	
				Gray melange",""
"1585939948-5380","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Chimney-collar Sweatshirt","$ 34.99","Gray melange/black",""
"1585939948-5250","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Chino Shorts","$ 19.99","Dark blue
	
				Khaki green
	
				Beige
	
				Brick red",""
"1585939948-5375","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Shirt","$ 49.99","White
	
				Black
	
				Gray-green
	
				Light taupe",""
"1585939948-5121","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatpants with Dropped Gusset","$ 29.99","Black
	
				Dark khaki green",""
"1585939948-5272","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Long-sleeved Jersey Shirt","$ 14.99","Pink
	
				White
	
				Light gray melange",""
"1585939948-5004","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Sweatshorts","$ 12.99","Black
	
				Light gray melange
	
				Light pink
	
				Dark gray","//lp2.hm.com/hmgoepprod?set=source[/23/74/2374b0d8831b175a8e88192ea41547852604c582.jpg],origin[dam],category[men_shorts_basics],type[LOOKBOOK],res[z],hmver[1]&call=url[file:/product/main]"
"1585939948-5147","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue
	
				Gray melange",""
"1585939948-5019","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Cotton Cargo Pants","$ 39.99","Light beige
	
				Black",""
"1585939948-5334","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Shirt","$ 24.99","Dark gray/dark blue checked
	
				Red/plaid
	
				Beige/plaid
	
				Blue/plaid",""
"1585939948-5343","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Patterned Shirt","$ 24.99","Pink/SpongeBob
	
				Blue/SpongeBob SquarePants
	
				Black/Scarface",""
"1585939948-5146","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Hooded Jacket","$ 24.99","Dark gray melange
	
				Black
	
				Dark blue
	
				White",""
"1585939948-5143","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Hoodie with Motif","$ 29.99","Yellow/Passion
	
				White/New York
	
				Dark beige/roses
	
				Black/flames",""
"1585939948-5269","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue melange
	
				Black/white melange
	
				Dark gray",""
"1585939948-5233","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Printed Hoodie","$ 29.99","Light gray melange/NASA
	
				Gray melange/Treklife
	
				Dark blue/Local
	
				Dark gray/Get the Good",""
"1585939948-5117","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Joggers","$ 34.99","Black
	
				Dark gray melange
	
				Dark beige/plaid
	
				Light gray melange",""
"1585939948-5333","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Faux Shearling Hoodie","$ 34.99","Black",""
"1585939948-5176","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue melange
	
				Black/white melange
	
				Dark gray",""
"1585939948-5275","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Patterned T-shirt","$ 14.99","Khaki green/palm trees
	
				Beige/tigers",""
"1585939948-5029","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshirt","$ 14.99","Black
	
				Light gray melange
	
				White
	
				Dark green",""
"1585939948-5393","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Henley Shirt","$ 59.99","White
	
				Dark blue",""
"1585939948-5020","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Skinny Fit Blazer","$ 69.99","Dark blue
	
				Black
	
				Light gray melange
	
				Blue melange",""
"1585939948-5227","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Hooded Jacket","$ 24.99","Black
	
				Dark blue melange
	
				Black/white melange
	
				Dark gray",""
"1585939948-5303","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Slim Fit Hooded Jacket","$ 24.99","Dark gray melange
	
				Black
	
				Dark blue
	
				White",""
"1585939948-5387","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Linen Shirt","$ 49.99","White
	
				Black
	
				Gray-green
	
				Light taupe",""
"1585939948-5131","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Relaxed Fit Linen Pants","$ 34.99","Dark gray
	
				Light beige
	
				Dark blue
	
				Brown",""
"1585939948-5304","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Regular Fit Cotton Shirt","$ 24.99","Green/checked
	
				Khaki green/checked
	
				Blue/checked
	
				Red/checked",""
"1585939948-5064","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Sweatshirt","$ 14.99","Black
	
				Light gray melange
	
				White
	
				Dark green",""
"1585939948-5443","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","3-pack Polo Shirts","$ 29.99","White/black/khaki green
	
				White/dark blue/gray melange",""
"1585939948-5114","https://www2.hm.com/en_us/men/products/view-all.html?sort=stock&sizes=302_s_3_menswear&contexts=casual&image-size=small&image=model&offset=0&page-size=526","Knee-length Cotton Shorts","$ 19.99","Light gray
	
				Dark gray
	
				Light mint green
	
				Dark blue/chambray",""
